marital,mntlhlth,degree,satfin,neisafe,relpersn,race_is_white,race_is_black,race_is_other
1,0.0,1.0,1.0,1.0,4.0,True,False,False
1,0.0,3.0,1.0,1.0,2.0,False,True,False
0,3.0,1.0,2.0,1.0,3.0,True,False,False
1,0.0,1.0,3.0,1.0,4.0,True,False,False
1,0.0,1.0,3.0,1.0,2.0,True,False,False
0,0.0,1.0,3.0,1.0,3.0,True,False,False
0,0.0,1.0,1.0,1.0,1.0,True,False,False
0,1.0,3.0,2.0,1.0,1.0,True,False,False
1,3.0,4.0,1.0,1.0,2.0,True,False,False
0,0.0,1.0,3.0,1.0,4.0,True,False,False
0,2.0,1.0,3.0,1.0,3.0,True,False,False
1,2.0,3.0,1.0,1.0,4.0,True,False,False
0,2.0,4.0,3.0,1.0,1.0,True,False,False
0,0.0,3.0,2.0,1.0,2.0,False,True,False
1,2.0,3.0,1.0,1.0,4.0,False,True,False
1,0.0,1.0,1.0,1.0,3.0,True,False,False
0,0.0,4.0,1.0,1.0,2.0,True,False,False
1,0.0,1.0,2.0,1.0,2.0,True,False,False
0,0.0,1.0,2.0,1.0,3.0,False,False,True
0,0.0,3.0,2.0,1.0,2.0,True,False,False
0,0.0,0.0,2.0,1.0,4.0,False,False,True
0,30.0,1.0,3.0,1.0,4.0,True,False,False
0,0.0,3.0,2.0,1.0,3.0,False,False,True
0,0.0,4.0,2.0,1.0,3.0,True,False,False
1,0.0,4.0,1.0,1.0,4.0,True,False,False
0,10.0,1.0,1.0,1.0,4.0,True,False,False
0,5.0,3.0,2.0,1.0,1.0,False,True,False
1,0.0,4.0,2.0,1.0,1.0,True,False,False
1,0.0,1.0,3.0,1.0,1.0,False,True,False
1,0.0,1.0,2.0,1.0,2.0,False,True,False
0,7.0,2.0,1.0,1.0,2.0,True,False,False
1,0.0,4.0,1.0,1.0,4.0,True,False,False
0,14.0,4.0,2.0,1.0,3.0,True,False,False
1,0.0,4.0,1.0,1.0,1.0,True,False,False
1,2.0,3.0,2.0,1.0,2.0,True,False,False
0,0.0,3.0,2.0,1.0,2.0,True,False,False
0,15.0,4.0,1.0,1.0,1.0,True,False,False
1,0.0,3.0,1.0,2.0,1.0,False,True,False
1,0.0,4.0,1.0,1.0,1.0,True,False,False
0,10.0,1.0,2.0,2.0,2.0,False,True,False
1,0.0,4.0,1.0,2.0,3.0,False,True,False
1,0.0,4.0,1.0,1.0,2.0,True,False,False
0,0.0,0.0,3.0,1.0,2.0,False,True,False
1,0.0,4.0,2.0,1.0,2.0,False,True,False
0,0.0,2.0,2.0,1.0,4.0,True,False,False
0,0.0,1.0,1.0,1.0,2.0,True,False,False
1,15.0,1.0,2.0,1.0,1.0,True,False,False
0,0.0,3.0,2.0,1.0,3.0,True,False,False
0,15.0,2.0,2.0,1.0,2.0,True,False,False
0,1.0,3.0,2.0,1.0,4.0,True,False,False
1,6.0,4.0,1.0,1.0,4.0,True,False,False
0,2.0,3.0,1.0,1.0,3.0,True,False,False
1,6.0,3.0,2.0,1.0,4.0,True,False,False
0,5.0,3.0,2.0,1.0,3.0,True,False,False
0,2.0,3.0,2.0,1.0,4.0,True,False,False
0,2.0,1.0,2.0,1.0,3.0,True,False,False
1,0.0,1.0,1.0,1.0,4.0,True,False,False
1,10.0,3.0,2.0,1.0,4.0,False,False,True
1,0.0,4.0,2.0,1.0,2.0,True,False,False
0,2.0,3.0,3.0,1.0,4.0,True,False,False
0,5.0,3.0,2.0,1.0,3.0,True,False,False
0,10.0,4.0,2.0,1.0,3.0,True,False,False
1,0.0,2.0,2.0,2.0,1.0,False,True,False
0,15.0,1.0,3.0,2.0,2.0,False,False,True
0,3.0,4.0,2.0,2.0,3.0,True,False,False
0,2.0,4.0,1.0,1.0,4.0,False,False,True
1,25.0,0.0,1.0,1.0,4.0,True,False,False
1,0.0,1.0,1.0,1.0,2.0,True,False,False
1,0.0,4.0,1.0,1.0,3.0,True,False,False
0,2.0,3.0,2.0,1.0,3.0,True,False,False
0,0.0,1.0,1.0,2.0,2.0,True,False,False
1,0.0,0.0,2.0,2.0,2.0,True,False,False
1,0.0,1.0,3.0,1.0,2.0,False,False,True
1,3.0,1.0,2.0,1.0,2.0,True,False,False
0,0.0,1.0,1.0,1.0,3.0,True,False,False
1,0.0,1.0,1.0,1.0,4.0,True,False,False
1,0.0,2.0,1.0,1.0,2.0,True,False,False
1,0.0,3.0,1.0,1.0,4.0,True,False,False
0,0.0,1.0,2.0,1.0,3.0,True,False,False
1,10.0,2.0,2.0,1.0,1.0,False,False,True
0,10.0,3.0,3.0,2.0,3.0,True,False,False
1,0.0,2.0,1.0,1.0,3.0,True,False,False
0,2.0,1.0,3.0,1.0,3.0,True,False,False
0,0.0,1.0,3.0,1.0,3.0,False,False,True
1,1.0,1.0,2.0,1.0,4.0,True,False,False
1,0.0,4.0,2.0,1.0,2.0,True,False,False
1,0.0,4.0,2.0,1.0,1.0,True,False,False
1,0.0,4.0,1.0,1.0,4.0,False,False,True
0,2.0,3.0,2.0,1.0,4.0,True,False,False
1,0.0,1.0,1.0,2.0,2.0,False,False,True
0,0.0,3.0,2.0,1.0,1.0,True,False,False
1,0.0,3.0,1.0,1.0,1.0,True,False,False
1,0.0,3.0,3.0,2.0,2.0,False,False,True
1,0.0,4.0,1.0,1.0,3.0,True,False,False
0,0.0,1.0,3.0,1.0,3.0,False,True,False
1,2.0,4.0,3.0,2.0,3.0,False,False,True
1,15.0,3.0,2.0,2.0,3.0,True,False,False
0,7.0,1.0,1.0,2.0,1.0,False,False,True
0,5.0,1.0,2.0,2.0,2.0,False,False,True
0,5.0,3.0,2.0,2.0,4.0,False,True,False
0,1.0,3.0,2.0,2.0,3.0,True,False,False
0,0.0,4.0,3.0,2.0,1.0,False,True,False
1,2.0,2.0,1.0,2.0,2.0,True,False,False
1,0.0,3.0,2.0,2.0,4.0,True,False,False
0,5.0,3.0,2.0,2.0,3.0,False,False,True
1,2.0,2.0,2.0,2.0,4.0,True,False,False
0,5.0,3.0,2.0,2.0,4.0,True,False,False
0,4.0,1.0,2.0,1.0,2.0,True,False,False
1,1.0,2.0,3.0,1.0,4.0,False,False,True
1,2.0,3.0,1.0,1.0,3.0,True,False,False
0,0.0,1.0,3.0,1.0,4.0,True,False,False
0,3.0,4.0,2.0,1.0,2.0,False,False,True
1,0.0,4.0,2.0,1.0,2.0,True,False,False
1,5.0,4.0,2.0,1.0,4.0,True,False,False
1,2.0,3.0,1.0,1.0,1.0,False,False,True
0,15.0,1.0,2.0,1.0,4.0,True,False,False
0,1.0,4.0,1.0,1.0,1.0,False,False,True
1,4.0,1.0,2.0,1.0,4.0,False,True,False
0,10.0,1.0,2.0,1.0,4.0,True,False,False
0,3.0,3.0,2.0,1.0,2.0,False,True,False
1,0.0,0.0,2.0,1.0,3.0,True,False,False
1,5.0,3.0,1.0,1.0,2.0,True,False,False
1,0.0,4.0,1.0,1.0,3.0,True,False,False
0,3.0,4.0,2.0,1.0,2.0,True,False,False
0,0.0,3.0,1.0,1.0,2.0,True,False,False
0,15.0,0.0,1.0,2.0,4.0,False,True,False
0,0.0,1.0,1.0,2.0,2.0,False,True,False
1,0.0,0.0,1.0,2.0,3.0,True,False,False
1,0.0,1.0,1.0,1.0,4.0,True,False,False
1,0.0,3.0,1.0,1.0,3.0,False,True,False
1,0.0,3.0,2.0,1.0,2.0,True,False,False
1,0.0,1.0,1.0,1.0,4.0,True,False,False
1,0.0,1.0,1.0,1.0,4.0,False,False,True
1,0.0,4.0,2.0,1.0,1.0,True,False,False
1,2.0,3.0,1.0,1.0,3.0,False,False,True
1,0.0,4.0,2.0,1.0,4.0,True,False,False
1,1.0,3.0,2.0,1.0,4.0,False,True,False
0,0.0,4.0,3.0,1.0,1.0,False,False,True
1,0.0,3.0,1.0,1.0,3.0,True,False,False
1,3.0,3.0,1.0,1.0,2.0,True,False,False
1,0.0,1.0,1.0,1.0,3.0,True,False,False
0,7.0,3.0,1.0,1.0,2.0,True,False,False
1,7.0,1.0,1.0,1.0,1.0,True,False,False
1,0.0,1.0,1.0,1.0,1.0,True,False,False
0,3.0,1.0,3.0,3.0,2.0,True,False,False
1,2.0,1.0,1.0,1.0,4.0,True,False,False
1,0.0,1.0,2.0,1.0,1.0,True,False,False
0,2.0,1.0,1.0,1.0,2.0,True,False,False
0,3.0,1.0,3.0,1.0,3.0,True,False,False
0,0.0,1.0,1.0,2.0,2.0,False,True,False
0,0.0,1.0,1.0,1.0,2.0,False,True,False
1,0.0,4.0,1.0,1.0,2.0,True,False,False
1,0.0,1.0,3.0,2.0,1.0,True,False,False
1,2.0,3.0,2.0,1.0,2.0,True,False,False
1,5.0,1.0,3.0,2.0,2.0,True,False,False
1,5.0,1.0,2.0,2.0,2.0,True,False,False
0,25.0,4.0,3.0,2.0,2.0,True,False,False
0,0.0,3.0,2.0,2.0,2.0,False,True,False
1,0.0,1.0,1.0,2.0,4.0,False,False,True
0,5.0,2.0,3.0,1.0,3.0,True,False,False
1,1.0,3.0,2.0,1.0,1.0,True,False,False
0,1.0,1.0,1.0,1.0,3.0,True,False,False
1,2.0,3.0,2.0,1.0,2.0,True,False,False
0,0.0,1.0,1.0,1.0,2.0,False,False,True
1,0.0,3.0,2.0,1.0,2.0,True,False,False
1,0.0,2.0,1.0,1.0,2.0,True,False,False
1,1.0,3.0,1.0,1.0,3.0,True,False,False
0,20.0,4.0,1.0,1.0,4.0,True,False,False
1,0.0,1.0,1.0,1.0,4.0,True,False,False
0,2.0,3.0,1.0,2.0,3.0,False,False,True
1,0.0,3.0,2.0,2.0,3.0,False,False,True
0,1.0,1.0,2.0,2.0,4.0,True,False,False
1,0.0,3.0,2.0,1.0,3.0,True,False,False
1,0.0,3.0,1.0,1.0,3.0,True,False,False
0,10.0,4.0,1.0,2.0,4.0,True,False,False
0,3.0,3.0,2.0,2.0,3.0,True,False,False
1,5.0,4.0,1.0,2.0,3.0,True,False,False
0,0.0,1.0,2.0,2.0,3.0,False,True,False
0,0.0,1.0,3.0,3.0,3.0,False,True,False
0,2.0,1.0,1.0,2.0,2.0,False,True,False
0,0.0,1.0,2.0,2.0,2.0,False,True,False
0,10.0,4.0,3.0,2.0,4.0,True,False,False
0,0.0,1.0,3.0,2.0,4.0,True,False,False
0,8.0,1.0,2.0,2.0,3.0,False,False,True
0,14.0,1.0,3.0,3.0,3.0,True,False,False
1,30.0,1.0,2.0,2.0,3.0,True,False,False
0,0.0,0.0,2.0,2.0,4.0,False,False,True
1,0.0,3.0,3.0,2.0,4.0,False,False,True
0,0.0,2.0,3.0,1.0,2.0,False,True,False
0,25.0,3.0,3.0,1.0,1.0,False,True,False
1,0.0,1.0,1.0,1.0,2.0,False,True,False
0,4.0,0.0,1.0,2.0,3.0,False,False,True
0,0.0,3.0,3.0,3.0,1.0,False,True,False
0,0.0,1.0,2.0,2.0,4.0,False,True,False
1,0.0,1.0,3.0,2.0,1.0,False,True,False
1,0.0,1.0,1.0,1.0,3.0,True,False,False
0,0.0,1.0,1.0,2.0,3.0,False,False,True
1,0.0,4.0,1.0,2.0,2.0,False,True,False
0,0.0,1.0,2.0,2.0,2.0,False,False,True
1,0.0,1.0,2.0,1.0,1.0,True,False,False
1,0.0,1.0,1.0,1.0,2.0,True,False,False
0,0.0,0.0,1.0,2.0,2.0,False,False,True
1,3.0,0.0,2.0,2.0,3.0,False,False,True
0,0.0,0.0,1.0,3.0,2.0,False,False,True
0,0.0,0.0,3.0,2.0,2.0,False,False,True
0,2.0,1.0,3.0,2.0,2.0,False,True,False
0,2.0,4.0,1.0,1.0,3.0,True,False,False
1,0.0,1.0,1.0,2.0,1.0,False,False,True
0,0.0,1.0,3.0,1.0,4.0,True,False,False
0,7.0,4.0,2.0,1.0,4.0,False,True,False
0,0.0,1.0,3.0,1.0,3.0,False,True,False
0,0.0,4.0,2.0,1.0,2.0,False,True,False
0,0.0,1.0,1.0,2.0,2.0,False,True,False
1,0.0,1.0,1.0,2.0,2.0,False,False,True
0,10.0,1.0,3.0,2.0,2.0,False,True,False
1,0.0,1.0,2.0,1.0,3.0,True,False,False
1,0.0,3.0,1.0,1.0,4.0,True,False,False
0,0.0,1.0,2.0,2.0,4.0,False,True,False
1,0.0,2.0,1.0,2.0,4.0,True,False,False
1,0.0,1.0,2.0,1.0,2.0,True,False,False
1,3.0,1.0,1.0,1.0,1.0,True,False,False
1,2.0,0.0,2.0,2.0,3.0,True,False,False
0,0.0,1.0,2.0,3.0,3.0,False,False,True
0,2.0,4.0,2.0,3.0,4.0,False,True,False
0,3.0,3.0,2.0,3.0,4.0,False,True,False
0,0.0,1.0,3.0,3.0,2.0,False,True,False
1,0.0,1.0,2.0,2.0,1.0,False,True,False
1,0.0,1.0,1.0,1.0,4.0,True,False,False
0,0.0,1.0,3.0,2.0,4.0,False,True,False
0,0.0,1.0,3.0,1.0,4.0,False,True,False
1,5.0,1.0,2.0,2.0,2.0,False,False,True
1,0.0,3.0,1.0,2.0,2.0,False,True,False
1,0.0,3.0,2.0,2.0,2.0,False,True,False
0,0.0,2.0,1.0,2.0,2.0,True,False,False
0,7.0,3.0,2.0,2.0,2.0,False,True,False
0,5.0,1.0,2.0,2.0,2.0,True,False,False
1,0.0,3.0,2.0,2.0,2.0,False,True,False
1,0.0,1.0,1.0,1.0,2.0,True,False,False
0,0.0,1.0,2.0,1.0,3.0,True,False,False
1,0.0,2.0,2.0,1.0,2.0,True,False,False
0,25.0,1.0,2.0,1.0,4.0,True,False,False
0,0.0,1.0,2.0,2.0,3.0,False,True,False
1,0.0,1.0,3.0,2.0,1.0,False,False,True
1,0.0,1.0,3.0,2.0,3.0,False,True,False
1,0.0,3.0,1.0,2.0,1.0,False,True,False
1,0.0,2.0,1.0,2.0,4.0,False,True,False
1,0.0,1.0,2.0,1.0,3.0,True,False,False
1,2.0,1.0,3.0,2.0,2.0,False,False,True
0,0.0,1.0,3.0,2.0,4.0,False,True,False
1,0.0,1.0,3.0,1.0,4.0,False,True,False
0,30.0,1.0,3.0,1.0,3.0,False,True,False
0,0.0,4.0,3.0,1.0,1.0,False,True,False
1,0.0,1.0,2.0,1.0,3.0,True,False,False
0,20.0,1.0,3.0,1.0,2.0,False,False,True
0,30.0,1.0,2.0,2.0,2.0,True,False,False
0,0.0,3.0,2.0,1.0,2.0,True,False,False
1,0.0,1.0,1.0,1.0,2.0,False,False,True
0,0.0,0.0,2.0,1.0,2.0,True,False,False
0,3.0,1.0,2.0,1.0,2.0,True,False,False
1,0.0,1.0,1.0,2.0,1.0,True,False,False
0,0.0,1.0,2.0,2.0,2.0,True,False,False
0,0.0,0.0,2.0,2.0,3.0,True,False,False
0,0.0,4.0,1.0,2.0,2.0,True,False,False
1,0.0,0.0,3.0,2.0,1.0,False,True,False
1,3.0,4.0,2.0,1.0,2.0,True,False,False
1,0.0,4.0,1.0,1.0,2.0,True,False,False
1,0.0,4.0,2.0,1.0,4.0,True,False,False
1,0.0,4.0,2.0,2.0,2.0,True,False,False
0,0.0,3.0,1.0,2.0,2.0,False,True,False
0,0.0,2.0,3.0,2.0,1.0,False,True,False
0,0.0,1.0,2.0,1.0,3.0,False,True,False
0,0.0,1.0,3.0,3.0,4.0,False,True,False
0,0.0,1.0,3.0,3.0,3.0,False,True,False
0,5.0,1.0,2.0,3.0,4.0,False,True,False
1,0.0,2.0,2.0,3.0,1.0,False,True,False
0,0.0,1.0,3.0,3.0,2.0,False,True,False
1,8.0,0.0,2.0,2.0,3.0,True,False,False
0,1.0,1.0,2.0,1.0,4.0,True,False,False
1,1.0,1.0,1.0,2.0,2.0,True,False,False
0,0.0,1.0,1.0,1.0,2.0,True,False,False
1,0.0,1.0,2.0,1.0,2.0,False,True,False
0,0.0,4.0,2.0,1.0,4.0,True,False,False
1,10.0,1.0,2.0,1.0,4.0,True,False,False
0,1.0,3.0,1.0,1.0,2.0,False,True,False
1,0.0,0.0,2.0,1.0,3.0,True,False,False
0,10.0,1.0,2.0,1.0,3.0,True,False,False
0,0.0,1.0,2.0,1.0,3.0,True,False,False
1,0.0,1.0,2.0,1.0,1.0,False,True,False
0,30.0,3.0,3.0,1.0,2.0,True,False,False
0,0.0,1.0,2.0,1.0,3.0,False,True,False
0,0.0,1.0,1.0,1.0,3.0,False,True,False
0,14.0,1.0,2.0,1.0,3.0,False,True,False
0,1.0,1.0,1.0,2.0,4.0,True,False,False
0,16.0,1.0,3.0,3.0,2.0,False,False,True
0,0.0,1.0,2.0,2.0,4.0,True,False,False
0,1.0,1.0,3.0,3.0,4.0,True,False,False
1,0.0,3.0,2.0,2.0,2.0,True,False,False
1,7.0,3.0,1.0,1.0,4.0,True,False,False
1,3.0,2.0,2.0,1.0,3.0,False,False,True
0,0.0,1.0,1.0,1.0,3.0,True,False,False
0,2.0,3.0,2.0,1.0,4.0,True,False,False
0,0.0,1.0,2.0,3.0,3.0,True,False,False
0,2.0,1.0,2.0,3.0,2.0,True,False,False
0,5.0,3.0,1.0,2.0,4.0,True,False,False
0,0.0,3.0,1.0,2.0,2.0,True,False,False
0,0.0,1.0,3.0,3.0,2.0,True,False,False
1,5.0,2.0,2.0,3.0,4.0,True,False,False
0,5.0,2.0,2.0,2.0,3.0,True,False,False
0,0.0,0.0,1.0,3.0,4.0,True,False,False
1,3.0,3.0,2.0,2.0,4.0,True,False,False
1,0.0,3.0,2.0,2.0,3.0,True,False,False
0,0.0,1.0,1.0,2.0,1.0,True,False,False
0,0.0,2.0,2.0,2.0,3.0,True,False,False
0,1.0,1.0,2.0,2.0,2.0,True,False,False
1,0.0,1.0,3.0,1.0,4.0,True,False,False
1,0.0,1.0,3.0,1.0,1.0,True,False,False
0,0.0,0.0,2.0,1.0,2.0,False,False,True
1,22.0,1.0,2.0,1.0,4.0,True,False,False
0,12.0,2.0,2.0,1.0,4.0,True,False,False
0,5.0,1.0,2.0,2.0,4.0,True,False,False
1,0.0,1.0,2.0,2.0,2.0,False,True,False
0,5.0,2.0,3.0,2.0,1.0,False,True,False
0,0.0,1.0,3.0,3.0,2.0,False,False,True
1,25.0,1.0,2.0,2.0,4.0,False,True,False
